,Unnamed: 0,translated_text,fear,disgust,joy,sadness,surprise,anger,text
224,224,"متنی که ارائه دادید به زبان امهری (زبان رسمی اتیوپی) است. برای ترجمه آن به فارسی، متن زیر را دریافت کنید:

«اگر چیزی وجود داشته باشد که من فهمیده‌ام، این است که بسیاری از مردان و زنان دزد هستند و همدستان دزدها نیز چنین می‌گویند: سیستو خوب است، حتی اگر تو آرام باشی، هنوز باید مراقب خودت باشی.»",0,0,1,0,0,0,የገባኝ ነገር ቢኖር ብዙ የወንዶችም የሴቶችም ሌቦች እና የሌቦች ተባባባሪ እንዳላቹ ነው ሲስቱ መልካም ነው ያረግሺው እንኳንም ተረፍሽ አሁንም እራስሽን ጠብቂ
225,225,هی، کار بیهوده EBC... لطفاً ساکت شو و به چیز دیگری فکر کن... یا این هم بی‌معنی است؟,0,1,0,0,0,0,ሀይ የዘንድሮ ሥራ-ፈት EBC... እስቲ ደመሞ ዬሌላ ብሔርንም አንዴ... ወይስ የሌላ ከንቱ ነው???
226,226,در مورد تو صحبت نکردم، تو فردی شجاع هستی که تا به حال در سختی‌ها ایستاده‌ای. نامت گفته می‌شود و دشمن از تو می‌ترسد. حتی اگر موضوع سلامتی کمی برایت سخت شود، ناگهان عبور خواهی کرد. وقتی خالق تو را فرا خواند، تاریخ تو نوشته خواهد شد و یاد تو زنده خواهد ماند.,0,0,1,0,0,0,ስላንተ አላወራም አንተ ጀግና ሰው ነክ የጨነቀለታ ድረስልን ያሉህክ ስምክ ይናገራል ጠላት የሚፈራክ የጤንነት ጉዳይ ትንሽ ቢያስቸግርክ ድንገት እንኳን ብታልፍ ፈጣሪ ከጠራክ ታሪክክ ይፃፋል ይዘከራል ገድልክ
227,227,"""آیا نمی‌شود؟ آیا می‌شود؟ فکر کن، گفته می‌شود. برای هر کسی این نظر خوب است.""",0,0,1,0,0,0,አይሆንምን ትተሽ ይሆናልን አስቢ ይባላል። ለማንኛውም ይህ አስተያየት ጥሩ ነው።
228,228,برای همه چیز، خداوند زنده را شکر می‌کنم. یک حقیقت وجود دارد که می‌خواهم آن را برای شما عزیزان اتیوپیایی تأیید کنم: برای مردم کشورم، در نظام فساد، چیزی بدتر از این برای زندگی و ارزش همه چیز نیست. خودتان را از خالق جدا نکنید.,0,0,0,1,0,0,ሰለ ሁሉም ነገር ህያው አምላክ እግዚአብሔር ይመስገን አንድ እውነት ላረጋግጥላቹ ውድ ኢትዮጵያዊያን ለሃገሬ ሰዎች በብልፅግና ስርአት ከዚ የከፋ ለኑሮ ውድነት ለሁሉም ነገር ከፈጣሪጋ እራሳችሁን አዘጋጁ
229,229,فلسطینی‌ها از توافق تاریخی عربستان سعودی و اسرائیل چه می‌خواهند؟,0,0,0,0,0,0,ፍልስጤሞች ከሳዑዲ-እስራኤል ታሪካዊ ስምምነት የሚፈልጉት ምንድን ነው?
230,230,دوستان، شهروندان اورومیا هستند، اما ما کی هستیم؟ اکنون این بحران باعث می‌شود که سیو کشته شود.,0,1,0,0,0,1,ጓዶች የኦሮሚያ ዜጎች አብን ግን እነማን ናቸው አሁን ይህች ቀውስ ሴትዮ ይገደሉ የምትለው
231,231,کوتاه‌بین عزیز، اگر نمی‌خواهی دوست داشته شوی، اول آنچه را که کوتاه بین کرده‌ای باز کن. قبل از اینکه او را رها کنی، همسر سابقت را در ملاء عام طلب بخشش کن. تو قابل مقایسه هستی.,0,1,0,0,0,0,አጭበርባሪ ልወደድ ባይ ነህ እስኪ መጀመሪያ ያጭበረበርካትን አሁን ከፈታሃት በፊት የነበረችውን ሚስትህን በአደባባይ ይቅርታ ጠይቅ አስመሳይ ነህ
232,232,آنچه از آن می‌ترسم این است که اگر به گذشته برگردم، ممکن است دوباره همان اشتباهات را تکرار کنم.,1,0,0,0,0,0,የፈራሁት እሡን ነዉ እደኔናትወሠድ መለሥ ያረጋታል
233,233,متأسفانه، این متن به زبان امهری (زبان اتیوپی) است و من نمی‌توانم آن را به فارسی ترجمه کنم. اگر متن دیگری دارید که به زبانی باشد که بتوانم ترجمه کنم، خوشحال می‌شوم کمک کنم!,0,1,0,0,0,1,አያወግዙም ደደብ ያንተ ብቻ ናቸው የሞቱት ደሞ ለአረብ ምን ስለሆኑ
234,234,تو نمی‌دانی چقدر مادرت را دوست داری. از دست دادن آن عشق مادری و عدم درک آن طبیعت بی‌نظیر چه معنایی دارد، تو نمی‌فهمی. چرا مادرت همه چیز خود را برایت گذاشت و دنیا دخترش را رها کرد؟,0,0,0,0,0,1,አንተ እናትህን ምን ያህል እንደምትወዳት ታውቅ የለ  ያን የእናት ፍቅር ማጣት ያን እንስፍስፍ ተፈጥሮ አለማግኘት ምን ማለት እንደሆነ አይገባህም  ለምን እናትህ ሁሉ ነገራቸውን ሰተውሃል  እና አለም እናማ ልጅቷን ተዋት
235,235,😂😂😂 هیچ چیز تعجب‌آوری نبود، انتظارش را داشتم. بگو کشورم رو دوست داره و برایش فداکاری کنه.,0,0,0,0,0,0,😂😂😂ምንም አይገርምምም የሚጠበቅ ነበር ይብላኝ ሀገሬን ብሎ ለተሰዋ
236,236,جنگ امهارا نه تنها از نظر وسعت و جمعیت با تیگرای تفاوت دارد، بلکه نکته اصلی این است که تمام اتیوپیایی‌ها از آن حمایت نمی‌کنند و گسترش باریک‌بینی، نژادپرستی و قوم‌گرایی اورومیا نیز در این میان نقش دارد.,0,1,0,0,0,1,የአማራው ጦርነት ከትግራይ የሚለየው ከስፋትና ከህዝብ ብዛት ብቻ አይደለም ዋናው ነገር ኢትዮጵያዊ በሙሉ ስለማይደግፈውና የኦሮሚያ ተረኝነት ዘረኝነት የጠባብነት መስፋፋት ጭምር ነው
237,237,چه کسی است که درباره مرگ سخن می‌گویی؟ او همان آتشی است که اتیوپیایی‌ها را در هر جایی که هستند، شعله‌ور می‌کند. حالا تو نشان داده‌ای که دوست خونتا هستی، من اما ابیم؟ تامو بیال,0,1,0,0,0,1,ማን ስለፈጠረው ሞት ነው የምታወራው እንሱ የለኮሱት እሳት ኢትዮጵያውያንን በያሉበት የሚያቃጥለው አሁን የጁንታው ወዳጅ መሆንህን አሳየሀን እኔስ አብይ ?ጣሙ ብያለ
238,238,دوباره وقتی دیدمش، شوخی‌هایی که نمی‌توانستم تحمل کنم، پدر، من را ناراحت کردید.,0,0,1,0,1,0,ደጋግሜ ባየዉ ባየዉ የማልሰላቸዉ ፕራንክ አቦ አስቀናችሁኝ
239,239,پدر فرزندانش خانواده‌ای را که او را طرد کرده بودند، به خاطر بیماری‌اش سرزنش کرد. اشتباه او این بود که برنج خورد.,0,0,0,0,0,0,የልጆቿ አባት የጣላትን ቤተሰብ የጣሉዋትን የታመመች እሱ ምን ያረጋት የሱ ጥፋት ብሩን መብላቱ ነው
240,240,سازمان جهانی بهداشت اعلام کرد که گسترش جهانی یک گونه جدید کووید سریع است.,0,0,0,0,0,0,የዓለም ጤና ድርጅት አዲስ የኮቪድ ዝርያ ዓለም አቀፋዊ ስርጭቱ ፈጣን መሆኑን ይፋ አደረገ
241,241,یافتن چنین زنی دشوار است زیرا او یک زن قهرمان است که به نظر می‌رسد تنها زندگی می‌کند. دلیل این است که اغلب در کشور ما، زنی که لباس بلند و ساده پوشیده و آرام است، وضعیت خود را بیان می‌کند اما اگر دقت نکنیم، هیچ چیز برای ازدواج یا حتی یک موضوع بحث‌برانگیز وجود ندارد. او به شدت وفادار است و فردی که دوستش دارد را احترام می‌گذارد و در مورد او شک نمی‌کند. اگر کسی به او ایمان نداشته باشد، اما چون خودش وفادار است، به دیگران نیز اعتماد می‌کند.,0,0,1,0,0,0,እንደዚች አይነት ሤት ማግኘት መታደል ነው ምክንያቱም እራሧን መሥላ የምትኖር ጀግና ሤት ናት ምክንያቱም ብዙ ጊዜ በኛ ሃገር አለባበሧ ሙሉ ቀሚሥ የለበሠች ዝምተኛ ደርበብ ያለች ሤት ሁኔታዋ ይናገራል ይላል ግን ልብ ካልን ምንም ለትዳር አቶንም ቀውስ ነገር የሚባልላት ሤት እትዳሯ ላይ በጣም ጠካራ ያፈቀረችውን ሰው አክብራ የምትኖሮ በሱ ድርድር የማታውቅ ታማይ ናት ሠው ባያምናት ለራሧ ግን ታማኝ ሥለሆነች ሠውንም ታምናለች ሦ ለቤቷ ሥትል ምን
242,242,وعدتا برای جاه‌طلبان پاسخ خوبی است.,0,0,1,0,0,0,ወንዳታ ለፅንፈኞች ጥሩ መልስ ነው
243,243,🇵🇸🇵🇸❤️❤️❤️🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸❤️❤️❤️❤️❤️🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸❤️❤️❤️🇵🇸🇵🇸❤️❤️❤️🇵🇸 🇵🇸🇵🇸❤️❤️❤️🇵🇸❤️ اسرائیل هنگام نقض حقوق بشر، تروریست محسوب نمی‌شود، بلکه شما هستید که تروریست هستید.,0,1,0,0,0,1,🇵🇸🇵🇸❤️❤️❤️🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸❤️❤️❤️❤️❤️🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸❤️❤️❤️🇵🇸🇵🇸❤️❤️❤️🇵🇸 🇵🇸🇵🇸❤️❤️❤️🇵🇸❤️ እስራኤል ሕጰናትን ስትጨፈጭፍ አሸባሪ አያስብልም አሸባሪ እናተናችሁ
244,244,خدایا! من بنده ضعیف تو هستم و اگر مرا دوست داشته باشی، عجیب نیست. اما اینکه پادشاه پادشاهان و پروردگار همه اربابان، مرا دوست داشته باشد، این شگفت‌انگیز است. ابویزید البسطامی,0,0,1,0,0,0,አላህሆይ! እኔ ደካማ ባርያህ ነኝና ብወድህ የሚገርም አይደለም። የነገስታት ንጉስ የጌቶች ሁሉ ጌታ ኾነህ እኔን መውደድህ እሱ ግን ይገርማል። አቡ የዚድ አል በስጧሚ
245,245,او فردی بسیار جالب و باهوش است! آیا هنوز ایتالیا وجود دارد؟ من در زمان دیگری پست خواهم کرد. آبیو واقعاً عصبانی و ناراحت شده است. آیا او خودش این نمایش را قطع کرده است تا هر روز خودش را ببیند؟,0,1,0,0,1,0,በጣም የሚገርም ምጡቅ ሰው ነው! ሌላም አለ አሁንም ጣሊያን አለ ያለበት ሌላ ጊዜ ፖስት አደርገዋለሁ አብይ እኮ ደንግጦ ና ተበሳጭቶ ነው ይህን ድራማ ያስቋረጠው ራሱን እሁድ እሁድ ማየት አስበርግጎት ?
246,246,پیامبر ما (صلی الله علیه وسلم) هنگامی که لباس جدید می‌پوشیدند، این دعا را می‌خواندند: «خداوندا! تو هستی که این لباس را به من پوشاندی، پس سپاس از آنِ توست. آنچه خوب و نیکوست از توست.»,0,0,1,0,0,0,ነብያችን(ሰ0ወ) አዲስ ልብስ ሲለብሱ የሚሉ ጥምጣም ኩታ ቀሚስ በማለት ስሙን ከጠሩ በኋላ አላህ ሆይ! ይህን ልብስ አንተነህ ያለበስከኝ ምስጋናም ይድረስህ የሱን መልካም ነገርና የ
247,247,جهان نواسته دشمن مسلمان‌ها هستی,0,1,0,0,0,1,አለም ነዋሴ የሙስሊሞች ጠላት ነህ
248,248,بسیاری از مردم به گاسو احترام می‌گذارند، و هر کس که هدیه بدهد دوست دارد. فقیر را همه برادرانش دشمن دارند؛ حتی دوستانش نیز از او دوری می‌کنند. اگر آن‌ها را با سخن دنبال کند، هیچ چیز به دست نمی‌آورد. [کتاب امثال ۱۹:۶-۷],0,0,0,0,0,0,ብዙ ሰዎች ለጋሱን ያቈላምጣሉ፥ ስጦታ ለሚሰጥም ሁሉ ወዳጅ ነው። ድሀን ሰው ወንድሞቹ ሁሉ ይጠሉታል፤ ይልቁንም ወዳጆቹ ከእርሱ ይርቃሉ። እነርሱንም በቃል ቢከተላቸው አንዳች አይረቡትም። [መጽሐፈ ምሳሌ 19 6 7]
249,249,برای کسانی که به دنبال آن هستند، مشکل اصلی این است که وقتی اتیوپی در سرزمین شما شعله‌ور می‌شود، زمان آن فرا رسیده است که هم شما و هم آنها را خاکستر کنیم.,0,1,0,0,0,0,ለፈለጋቹት አከራዩ ችግሩ ግን በናንተ መሬት ሆኖ ኢትዮጵያ ን የተነኮሰ ግዜ ነው እናንተንም እነሱንም አፈር ምናስበላቹ
250,250,اظهارات اخیر بسیار ناراحت‌کننده است. به طور موقت، تا زمانی که مسائل در دادگاه بررسی شوند، آیا نیروهای منطقه می‌توانند کشتار و بازداشت‌هایی را که توسط کیساوست انجام می‌شود متوقف کنند؟ این چه وضعیتی برای منطقه اورومو است؟,0,0,0,1,0,0,የመግለጫ ጋጋታ በጣም ያሳዝናል ምነው ለጊዜው እንኳን ነገሮች በፍርድ ቤት እስኪጣሩ ድረስ የክልል ሀይል በቄሳውስት ላይ የሚያደርሱትን ግድያ እስር ቢያስቆም ምንድነው የኦሮሞ ክልልን
251,251,برای این فرد عادی، آیا واقعاً خوشحال هستی که اتیوپی نامیده می‌شود؟ بسیار ناراحت کننده است که حتی پیامبران این ایمان نیز از زمان به زمان چیزی می‌گویند که نه تنها برای انسان بلکه برای شیطان نیز دردناک است. ما شاهد تبدیل شدن آن به یک ابزار سرگرمی برای مردم هستیم و هنوز چیزهای زیادی وجود دارد که داریم.,0,1,0,1,0,0,ለዚህ ተራ ሰው በእውነት እንኳን ደስ አለሽ ኢትዮጵያ ይባላል ? በጣም ያሳዝናል የዚህን እምነት ነቢያት ከጊዜ ወደ ጊዜ የሚሉት ነገር እንኳን ለሰው ቀርቶ ለሰይጣንም ይከብዳል እያየነው አሳፋሪ የሆነ የሰዎች መጫዎቻ ሆነ ገና ብዙ እና ያለን
252,252,"ترجمه متن به فارسی: ""مرد باید مانند پدرانت رفتار کند، در غیر این صورت مانند الاغ خواهی شد.""",0,1,0,0,0,1,የወንድ አልጫ እንደ አባቶችህ ዘራፍ ማለት ነው ሌላ ምናባትህ ታመጣለህ አህያ ���
253,253,مذهب یا ایمان از همه چیز بالاتر است، و نگرانی من این است که اگر شما به‌عنوان جوانان از اهمیت آن آگاه نباشید، ممکن است وارد خسارتی غیرقابل جبران شوید.,1,0,0,0,0,0,ሀይማኖት ወይንም እምነት ከሁሉም በላይ መሆኑን የማታውቁ ብልጽግናዎች አለማወቃችሁ ምን አልባት የማይመለስ ኪሳራ ውስጥ እንዳያስገባችሁ ስጋት አለብኝ።
254,254,وای خدای من، وای خدای من 😭😭😭 آه مادرم نبود، آه دشمنم، مادرت عذاب بکشد، خاک بر سرم، آه خدای من، به چه زمانی رسیدیم، آه به این روزها 😭😭😭,0,0,0,1,0,0,ውይ እግዚኦ መሀረነ እግዚኦኦኦ መሀረነ😭😭😭 አረ እናት አልነበረችም አረመኔ የኔ እናት ጠላትሽ ይሰቃይ አፈር ልብላ አረ አምላኬ ምን አይነት ዘመን ደረስን አረ ድረሱላት 😭😭😭
255,255,"""زنبورها برای کسانی که به آنها نزدیک می‌شوند مانند انسان هستند."" تامرات گیتاچو",0,0,0,0,0,0,“ንቦች ለቀረቧቸው እንደ ሰው ናቸው” ታምራት ጌታቸው
256,256,از سال 2020 به بعد، اخباری که می‌شنوم مانند مرگ ناگهانی، جنگ، کرونا، فقر، آوارگی و خشونت گاهی اوقات باعث می‌شوند احساس کنم که پایان جهان نزدیک است.,0,0,0,1,0,1,ከ2020 ጀምሮ የሚሰማው ዜና ራስ እሚያዞር ለመስማት እሚዘገንን ድንገት ሞት ጦርነት ኮሮና ድህነት መፈናቀል ጭካኔ አንዳንድ ጊዜ ሳስበው የአለም መጨረሻ እየመሰለኝ ነው
257,257,امروز خیلی خوشحالم، به خانه‌ام آمد و من را غافلگیر کرد.,0,0,1,0,1,0,ዛሬ ደስ ብሎኛል በሌ ቤት ገስቶ ሰርፕራይዝ አደረገኝ
258,258,تبریک، توصیه خوبی است. حتی اگر از آن عبور کنی، قهرمان هستی.,0,0,1,0,0,0,ተባረኪ ጥሩ ምክር ነው። እንኳንም አመለጥሽ ጀግና ነሽ።
259,259,"ححح، با گفتن ""الله اکبر"" و مراسم مذهبی، به سوی هدفم حرکت می‌کنم و این باعث خوشحالی من می‌شود. آه، صبر درست است ❤👈",0,0,1,0,0,0,ሀሀሀ አኡዚቢላህ ብሎ በማራም ወድልጂ ሶብረኛ ሲሆን እደት ደስ ይላል አቤት ትግስት ልክ Mዬ❤👈
260,260,خداوند تو را برکت دهد، برای کسی که به دیگران اهمیت می‌دهد و همیشه مهربان است. من این پیام را با بسیاری به اشتراک گذاشتم. سال خوبی داشته باشید، ۲۰۱۶.,0,0,1,0,0,0,ጌታ ይባርክሸ ለሰው ግድ የሚለው አሰተዋይም ብሩክም ነው ለብዙዎች ሼር አረገዋለሁ መልካም 2016
261,261,سلام، آنچه ما از دست می‌دهیم در واقع بابل عصر حاضر است. هایله‌سلاسی به نام جنبش دانشجویی و دولت به نام ترور سرخ، شبیا و وایانه، اکنون نیز به نام جونتا بشنفانو خونریزی می‌کند. این بابل است که نسل ما را بیدار کرده است.,0,0,0,0,0,1,ሰላም የምታሳጣን እኮ የዘመኑ ባቢሎን ነች ሀይለስላሴ በተማሪ ንቅናቄ ስም መንግስቱ በቀይ ሽብር በሻቢያና በወያኔ ስም እሁን ደግሞ በጁንታበሸኔበፋኖ እያለች ደም የምታፈሰው ባቢሎ እንደሆነች ትውልዱ እየነቃነው
262,262,اتیوپیا به نظر می‌رسد که تلاش کرده است تا از رواندا درس عبرت بگیرد.,0,0,0,0,0,0,ኢትዮጵያ ከሩዋንዳው የባሰ ዘግናኝ ነገር እንዲያገኛት የቸኮለ ይመስላል።
263,263,یک سیاستمدار قاتل که به خدا ایمان دارد، هرگز موفق نخواهد شد! مردم اتیوپی فکر کنید اما نگران نباشید! راه برتر عشق است.,0,0,0,1,0,1,በመግደል የሚያምን ፓለቲከኛ ጠቡ ከ እግዚሐብሄር ጋር ስለሆነ የትም አይደርሱም !የኢትዩጵያ ህዝብ አስብ ግን አትጨነቅ ! የበላይ የመሆኛው መንገድ ፍቅር ይ
264,264,"چه معنایی دارد که می‌گوییم ""شهری معمولی""؟ آنچه ما شنیده‌ایم این است که در زمان حکومت دِرگ، مردم در شهر کشته می‌شدند. اکنون دقیقاً مانند یک چیز عادی شده و تبدیل به تیتر خبری غم‌انگیزی شده است. اگر قانون وجود داشت، همه این اتفاقات رخ نمی‌داد. کمی بعد، این تنها شماره برادرمان خواهد بود.",0,0,0,1,0,1,ምን ማለት ነው የለመደ የከተማ ሽፍታ ማለት እኛ የሰማነው በደርግ ግዜ ከተማ ውስጥ ሰው መገደሉን ነው አሁን ልክ እንደተለመደ ሆኖ አርእስት ሲሆን ያሳዝናል ህግ ቢኖር ኖሮ ይሄ ሁሉ አይሄንም ትንሽ ቆይቶ ይሄ ወንድማችን ቁጥር ብቻ ይሆናል
265,265,از میان مردم زاده شده و برای سرکوب مردم سازماندهی می‌کند، چنین فردی نباید آزاد بماند.,0,0,0,0,0,1,ከሕዝቡ ተወልዶ ሕዝቡን ለመጨፍጨፍ ወንበዴ የሚያደራጅ ግለሰብ ሊፈታ አይገባም
266,266,برنامه EBS امروز چگونه بود؟ در مورد ساعت شنبه چطور؟,0,0,0,0,0,0,የኢቢኤስ ፕሮግራም እንዴት ነበር ዛሬ ቅዳሜን ከሰዓት በተመለከተ?
267,267,آن‌ها از انواع قتل استفاده می‌کنند و به خدمتگزار کلیسا حمله می‌کنند. ما گزارش خواهیم داد.,0,0,0,0,0,1,እነሱ የተለያየ ግድያ እየተጠቀሙ የቤተክርስትያን አገልጋይ ይገላሉ እኛ እዘግባለን
268,268,مرگ نِصهان غم‌انگیز است، پیروزی برای فانو 😂😁,0,0,0,1,0,0,የንጽሐን ሞት ያሳዝናል ድል ለፋኖ 😂😁
269,269,اسرائیل یک تروریست جهانی است. مسلمانان تروریست نیستند، نامی که شما به آنها داده‌اید نادرست است. زیرا اسرائیل دشمن مسلمانان است!!!,0,1,0,0,0,0,የአለማችን ቁጥር አንድ አሸባሪ እስራኤል ናት ። ሙስሊም አሸባሪ አይደለም እናንተ የሰጣችሁ ት የዳቦ ስም ነው።ምክንያቱም እስራኤል የሙስሊም ጠላት ናት!!!
270,270,روزنامه‌نگار و سیاستمدار، شما نه تنها برای کشورمان مشکل بیشتری ایجاد کرده‌اید، بلکه هیچ راه حلی ارائه نداده‌اید. جاواد، اگر از نزدیک شدن به رسانه اجتناب نمی‌کنی، من به تو اعتماد کردم زیرا باید به خاطر قربانیان بی‌گناه طلب بخشش می‌کردی. به خاطر تو، امروز چقدر مادران اشک ریخته‌اند و تو با چشم‌هایت که در نمک خیس شده‌اند، پلک می‌زنی. اما ما حافظه کوتاه مدتی نداریم.,0,1,0,0,0,1,ጋዜጠኛውም ሆነ ፖለቲከኛው ለሀገራችን ተጨማሪ ችግር እንጂ መፍትሄ የሚሆን ጥያቄም መልስም የላችሁም ጃዋር እውነት ወደ ሚዲያ መቅረብህ ካልቀረ ባንተ ተከበብኩኝ ምክንያት ለጠፉ ንፁሀን ነብሶች ይቅርታ መጠየቅ ነበረብህ አንተ ደደብ ባንተ ምክንያት የስንት እናቶች እንባ ፈሶ ዛሬ አይንህን በጨው አጥበህ ትገለፍጣለህ ዳሩ እኛ ሾርት ሚሞሪ አይደለን
271,271,کدام قانون؟ نه تنها برای تخریب خانه، بلکه باید برای ساختن خانه نیز عمل می‌کرد! منظورم این است که اکنون زمانی است که ما مردم را از گرسنگی و مرگ نجات دهیم.,0,0,0,0,0,0,የትኛው ህግ? ለቤት ማፍረስ ብቻ ሳይሆን ለቤት መስራትም መስራት ነበረበት! እኔ እያወራሁ ያለሁት ይኸም ቢሆን አሁን ሰወችን ከረሀብና ሞት የምንታደግበት ጊዜ እንጅ
272,272,این اردوگاه است که آبی احمد را به خاطر می‌آورد، اگرچه اشتباه خودش بود، در این سطح بدتر نبود. اشتباه وایانه از این نوع فاشیست‌ها بود.,0,1,0,0,0,1,ይህ መሃይም ነው አብይ አህመድን ሲያማክር የነበረው ወይኔ የራሱ ጥፋት የነበረው ቢሆንም በዚህ ደረጃ የከፋ አልነበረም የወያኔ ጥፋት የዚህ አይነቶችን ፋሺስቶች
273,273,بسیار ظالمانه است که اسرائیل هر روز فلسطین را آزار می‌دهد و آنها را از ورود و خروج منع کرده بود. گورفو نیز وارد شد.,0,1,0,0,0,0,በጣም ግፍ መስራት ጥሩ አይደለም እስራኢል ፍሊስጤንንን በቀን በቀን እያሰቃየች መውጫ መግቢያ አሳጥታቸው ነበር ጎርፉ ሁኖ መጣ
274,274,پسر بسیار غم‌انگیز است. برای خانواده، آرامش خداوندی قلب شما را پر کند. وقتی ساختمان فرو می‌ریزد، چرا پسر وارد انبار شد؟ اگر انبار در حال ریزش بود، قبلاً گفته نشده بود یا نیاز به یک بیانیه واضح و شفاف دارد تا جامعه دیگر بتواند از آن درس بگیرد و مراقب باشد. روزنامه‌نگاران، اگر مسائل را به خوبی بررسی کنید و ارائه دهید، برای ما نیز آموزنده خواهد بود و می‌تواند به حق و عدالت کمک کند. همچنین باید بفهمیم مشکل با چه کسی است.,0,0,0,1,0,0,ልጁ በጣም ያሳዝናል ለቤተሰቡ የጌታ ሰላም መጽናናት ልባችሁን ይሙላዉ ብልዲግ ሲፈርስ ለምንድን ነው ልጅ መጋዘን ዉስጥ የገባዉ መጋዘኑ የሚፈርስ ከሆነ ቀድሞ አልተነገረም ወይ በደብ ግልጽ የሆነ መግለጫ ያስፈልጋል ሌላዉ ህብረተሰብ ወደፊት እንዲጠነቀቅ እናተ ጋዜጠኞች ነገሮችን በደንብ አጣርታቹህ ብታቀርቡ ለኛም ትምህርት ይሰጠናል ለመብትም ለፍርድም እንዲሆን ችግሩም የቱ ጋር እንዳለ እንድንረዳአ
275,275,عرب الله نصرنا را نزدیک کند و جنگ‌هایی که در هر کشور وجود دارد، به پایان برساند. عزیزانم، شما با انجام این کارها مرا تشویق می‌کنید.,0,0,0,1,0,0,ያረብ አላህ ነስሩን ያቅርበው በየሀገሩ ያለውን ጦርነት በቃ ይበለን ውድ ወገኖቸ ሰብሥክራይብ እያደረጋችሁ አበረታቱኝ
276,276,"پس از این، ابی به عنوان یک قهرمان یاد می‌شود که تنها زمانی قدرت خود را به مردم نشان داد که آشکارا گفت: ""من را متهم کنید."" آنچه شما مشاهده می‌کنید درد و رنجی است که در هر گوشه‌ای اتفاق می‌افتد. این پنج نفر بیگناه هستند که تحت تأثیر این رنج قرار گرفته‌اند.",0,0,0,1,0,1,ከዚህ በሗላ አብይ እንደ ጀግና የሚታወሰው አቃተኝ ብሎ በግላጭ ስልጣኑን ለህዝብ ሲያስረክብ ብቻ ነው። ይህ የምታዩት በየቦታው እየተከሰተ ያለ ስቃይ ነው። በዚህ አምስት በንጹሃን ላይ የሚደርስ ስቃይ
277,277,یک وقت دیگر، اما ناگهان مرا نمی‌ترسانی؟,0,0,1,0,0,0,ሌላ ጊዜ ግን ድንገት አታስቂኝ?
278,278,زندگی، زیبایی، عشق، خاطرات و امید در غروب آفتاب نمایان می‌شوند. سپاسگزار همه‌ی آفریننده هستیم.,0,0,1,0,0,0,ህይወት ውበት ፍቅር ትዝታና ተስፋ በsunset ውስጥ ጎልተው ይታያሉ ሁሉን ፈጣሪ ይመስገን
279,279,واینه قلبم را خورد، خداوندا، اما صبر تو مال دخترت است. مامانش صاحبخانه‌ست! او عشق بزرگ و واقعی دارد، برکت باد!!!,0,0,1,0,0,0,ወይኔ አንጀቴን በልታኝ ነበር ጌታን ደሞ ያንተ ትዕግስት የልጃቹ ማማማር ባለቤትህ እንቁ ናት she have a big true love be blasssd !!!
280,280,خداوند شما را برکت دهد. خانواده‌ای که با عشق رشد کرده است، به نظر می‌رسد و ما نیز خوشحال هستیم به دلیل نیکویی شما.,0,0,1,0,0,0,እግዝአብሔር ይባርካችሁ ፍቅር ተመግቦ ያደገ ቤተሰብ ይመስላል አልፎ እኛም ደስተኞች ነን ስለ መልካምነታችሁ
281,281,برو، خدا را بپذیر، برکت خوبی است، برو.,0,1,0,0,0,0,ብሮ ጌታን ተቀበልክ መልካም ሽቀላ ብሮ
282,282,از میان صدها هزار جوان قربانی، آنچه بیش از همه غم‌انگیز است این است که شخصی مانند آقایشان برای تمام این رنج‌ها به قدرت بازگردد. فردا چیزها تغییر خواهند کرد.,0,0,0,1,0,1,ከመቶ ሺዎች ወጣቶች መስዋአትነት በላይ የሚያሳዝነው አንደ ጌታቸው አይንት ለዚህ ሁላ መከራ የሆነ ሰው ወደ ስልጣን መመለስ ነው።ነገ ነገሮች የተደላደሉ ሲመ
283,283,قاتل خودش بود، به همین دلیل در این لحظه غم و اندوهی را برای شبیه‌سازی منتشر کرد!,0,1,0,0,0,1,ገዳዩ እራሱ ስለሆነ ነዋ በዚህ ቅጽበት ለማስመሰል የሃዘን እንጉርጉሮ የለቀቀው !
284,284,آی تیگر، اگر از یادگیری دست بردارد، همچنان چشمان خود را روی زمین امهارا کاشته‌اند و پایانشان بسیار تلخ خواهد بود.,0,1,0,0,0,1,አይ ትግሬ ካለፈ አለመማር አሁንም የአማራን መሬት ላይ አይናቸውን እንደተከሉ ነው መጨረሻቸው ግን እጅግ የከፋ ነው ሚሆነው
285,285,آماریا به تیگرای وارد شد و در حال نابودی است، اما بدون اینکه رنجی برساند، هیچ یک از نخبگان آماریا آسیب نمی‌بینند. امروز برای کسی مفید نیست که این کشتار ادامه یابد، ما دعا می‌کنیم که متوقف شود.,0,1,0,1,0,0,አማራ ትግራይ ገብቶ ሲጨፈጭፍ ታዝሎ ገብቶ ያሁላ መከራ ሳይደርስ ኣንድም የአማራ ኤሊት ኣይሆንምኣላኣለ ይሄ ዛሬ ለማንም የማይጠቅም እልቂት እዲቆም እንፀልያኣለን
