Unnamed: 0,id,text,anger,disgust,fear,joy,sadness,surprise,translated_text,emotion,length_of_class
507,amh_train_track_a_00508,ነይ የዘመድኩን መንጋዎች ስታሳዝኑኮ ዘላለማችሁን በጭንቀት እና በስጋት ምትኖሩ ሰዎች አይዟችሁ,0,0,0,0,1,0,نه، وقتی گله‌های عزیزم را ناراحت می‌کنید، همیشه در اضطراب و ترس زندگی خواهید کرد.,['sadness'],1
508,amh_train_track_a_00509,ማንም የማንንም ሞት አይደግፍም።የገደሉትን የሽመልስ አብዲሳ ቅጥረኞች ናቸው።ግልፅ ነው።የፖለቲካ ጫወታቸው የተበላበት ቁማር ነው።እመነኝ እጃቸው ያለበት ለፍ,1,1,0,0,0,0,هیچ کس از مرگ هیچ‌کس حمایت نمی‌کند. قاتلان، پیروان عبدیسا شملس هستند. واضح است. بازی سیاسی آن‌ها یک شرط بندی فاسد است. من معتقدم دستشان در خون آلوده است.,"['anger', 'disgust']",2
509,amh_train_track_a_00510,ኢሱ እባክህ ፀረ ድሮን መሣሪያ ለአማራ ፋኖ ላክ መሰልጠን ከአስፈለገ ታውቃለህ ኢሱ የአማራን ሕዝብ ከአብይ የድሮን ጭፍጨፋ አድን አደራ,0,1,0,0,0,0,عیسی، لطفاً اگر لازم است تجهیزات ضد پهپاد را برای فانو آمهارا بفرست. عیسی می‌داند که باید مردم آمهارا را از کشتار پهپادی آبیو نجات دهد.,['disgust'],1
510,amh_train_track_a_00511,የሜቆዶንያ መስራች ቅዱስ ዶር ቢኒያም እግዚአብሔር ጨርሶ ጤናህን ይመልስልህ እንዳታ ያሉትን ፈጣሪ ያብዛልን,0,0,0,0,1,0,بنیانگذار مقدس مقدونیه، سنت دور بینیام، خداوند سلامتی شما را بازگرداند و خالق ما را برکت دهد.,['sadness'],1
511,amh_train_track_a_00512,በዚህ ሰው ምክንያት ስንት ሰዎችን አተናል ክርስትያኖች እና አማሮች በሜንጫ ታርደዋል በከበቡኝ ጨዋታ ስንቱ በደቦ እንዲገደል በጠራራ ፀሃይ ተሰቅሎ እንዲገደል ምክንያት የሆነ ሰው ዛሬ እንዲ አማረኛ ተናጋሪ እና ኦርቶዶክሶች ሲያሽቃብጡ ሳይ ለዚህ ህዝብ ሞት ሲያንስ ነው ለዚህ አሽቃባጭ ህዝብ አስር ጅዋር ሲያንስ ነው ለውሸታም ህዝብ ውሸታም ቀጣፊ መሪ ሲያንስ ነው,1,1,0,0,0,0,به دلیل این فرد، چندین نفر را از دست دادیم. مسیحیان و آمهاراها در میچا قتل‌عام شدند. در بازی شوم اطرافم، چند نفر به خاطر او کشته شدند؟ زیر آفتاب روشن به دار آویخته شدند تا کشته شوند. امروز به عنوان یک گوینده زبان امهری و ارتدوکس‌ها که فریب می‌خورند، برای این مردم مرگ را رقم می‌زنند. برای این مردم فریب‌خورده ده جوار (نوعی مجازات) را تحمیل می‌کنند. برای مردم دروغگو و رهبران دروغگویشان نیز چنین است.,"['anger', 'disgust']",2
512,amh_train_track_a_00513,በርከቶ ትድርሠን አባታችን የምህረት አባት በቸርነቱ ይጎብኙዎት ጤናዎን ይስጥወት ለሕፃናቱም ፍጥርቱን የማይረሳ አምላካችን በምህረቱ በፍቅሩ ይጎብኛቸው,0,0,0,0,1,0,با احترام، پدر مهربان ما، با لطف خود از شما مراقبت کند و سلامتی به شما عطا فرماید. برای فرزندانش نیز خدای فراموش‌نشدنی ما با رحمت و محبتش آن‌ها را حمایت کند.,['sadness'],1
513,amh_train_track_a_00514,እጅግ አስደንጋጭ ነው ። ያልተጠበቀ ነው ። በህመም ነው ? ነፍስ ይማር ።,0,0,0,0,1,1,بسیار ناراحت‌کننده است. غیرمنتظره است. آیا دردناک است؟ روح بیاموزد.,"['sadness', 'surprise']",2
514,amh_train_track_a_00515,የሥነ ዜጋ እና ሥነ ምግባር ትምህርት ከ12ተኛ ክፍል ፈተናዎች መካከል እንዲወጣ ተደረገ,0,0,0,0,0,0,آموزش اخلاق و شهروندی از میان امتحانات پایه دوازدهم حذف شد.,[],0
515,amh_train_track_a_00516,አንድ አለመሆናቸው እና ጦርነት ውስጥ ገብተው ህዝባቸውን ስቃይውስጥ ላለማስገባት እንጅ አንዷ ሀማስ መሳሪ ቢኖረው ብቻ ይበቃቸዋል አሜሪካና እስራኤልን  ደግሞ ሂዝቦላ ባለፈው ጦርነት ገጥሞ እስራኢልን ደህና አድርጎ ስለገረፋት ትፈራዋለች,1,1,0,0,0,0,یک عدم وجود و ورود به جنگ برای جلوگیری از رنج مردمشان کافی است، حتی اگر فقط یک سلاح حماس داشته باشند. آمریکا و اسرائیل نیز پس از جنگ گذشته که اسرائیل را سالم نگه داشت، از حزب‌الله می‌ترسند.,"['anger', 'disgust']",2
516,amh_train_track_a_00517,በዚህ ዘመን በእግሩ ያለጫማ የሚሄድ ህብረተሰብ በጠራራራ ፀሃይ ጋቢ ሚለብስ ደሃ ገበሬ በሞላበት ሃገር ቤተመንግስት መገንባት ያሳዝናል ራበን እያሉ ወገኔ ባላወቀው ጦርነት ተሳትፎ ለረሃብ አበቁት,0,0,0,0,1,0,در این عصر، جامعه‌ای که بدون کفش راه می‌رود و در زیر آفتاب روشن لباس می‌پوشد، کشاورز فقیری که در سرزمینی پر از نعمت زندگی می‌کند، از ساختن دولت متأسف است. آنها گرسنگی را تحمل کردند و در جنگی که نمی‌شناختند شرکت کردند و به دلیل قحطی تسلیم شدند.,['sadness'],1
517,amh_train_track_a_00518,አንቺ መርጦ አልቃሽ ሲጀመር አፋርን እራሱ የጠራሽው ለማስመሰል ነው ኢቲዮጲያ ውስጥ አማራ እና አፋር ብቻ ነው የተራበ ያለው ወረኛ እንደ ጋዜጠኛ ስራሽ ሁሉንም ነው ማካለል ያለብሽ ሲጀመር ሌላውን ዘረኛ ትላላላቹ እንጂ ከናንተ በላይ ዘረኛ የለም ነውረኛ,1,1,0,0,0,0,تو وقتی شروع به انتخاب کردن می‌کنی، آفار را خودت صدا زدی تا شبیه سازی کنی. در اتیوپی فقط امهارا و آفار هستند که گرسنگی دارند. دزد مانند روزنامه‌نگار کار تو این است که همه چیز را پنهان کنی. وقتی شروع می‌کنی، دیگری را متهم می‌کنی، اما هیچ کس بالاتر از شما نیست.,"['anger', 'disgust']",2
518,amh_train_track_a_00519,ድል ለፍልስጤማውያን ሞት ለእስራኤላውያንና መሰሎቻቸው,0,1,0,0,0,0,پیروزی برای فلسطینی‌ها، مرگ برای اسرائیلی‌ها و متحدانشان,['disgust'],1
519,amh_train_track_a_00520,አለምነክ መቼም ሚዛናዊ አትሆንም እራስህን አጥፋ የሙስሊም ጥላቻ አለብክ መቺም አትደብቀውም እንደናዚ ስንት አመት የተጨፈጨፉት የፍልስጤም ህዝቦች ይፈርዱብካል መያዝክ አይቀርም አትጠራጠር,1,1,0,0,0,0,جهان هرگز عادلانه نخواهد بود. خودت را نابود کن، تو باید از مسلمان‌ها متنفر باشی و هیچ وقت آن را پنهان نکن. مانند نازی‌ها، مردم فلسطین که سال‌ها قتل‌عام شدند، روزی تو را محاکمه خواهند کرد. دستگیر شدن تو اجتناب‌ناپذیر است، شک نکن.,"['anger', 'disgust']",2
520,amh_train_track_a_00521,ሰበር ዜና ዮኒ ማኛ አሁን የሚገርም ነገር ከተጨባጭ ማስረጃ ጋር እነሆ18April2023 via,0,0,0,0,0,0,اخبار فوری: یونی مگنا اکنون با شواهد عینی حیرت‌انگیزی همراه است. ۱۸ آوریل ۲۰۲۳,[],0
521,amh_train_track_a_00522,በቲተር እና ፌስ ቡክ የሚሆን ነገር የለም ሰውዬው እንደ እንተ ሃሳብ የእብድ አስተሳሰብ ያለው አይመስለኝም ስሜታዊ አድርጋችሁ ለለማስነሳት ከሆነ ዋጋ ሕዝብን ዋጋ,1,1,0,0,0,0,در توییتر و فیسبوک چیزی وجود ندارد، به نظر من این فرد دارای تفکر دیوانه‌وار نیست. اگر احساساتی عمل کنید تا مردم را بیدار کنید، ارزش دارد.,"['anger', 'disgust']",2
522,amh_train_track_a_00523,እንደው ይሄ ሰውዬ ከየትኛው የድንቁርና ባህር ነው የተቀዳው እበት ከየት ነው ዶክትሬቱን ያገኘኸው ህውሀት ቢፈልግ ቀጥታ ፌደራል መንግስቱን የመዋጋት አቅም አለው እናንተ አማራና ትግሬ እንዲታረቅ ስለማትፈልጉ ነው ብስብስ ነህ ባጫ ደበሌ ትልቁ ስኬታችን አማራና ትግሬን ማጣላት ነው እያለ አንተ ትለፋደዳለህ አድርባይ ነህ,0,1,0,0,0,0,این شخص از کجای دریای سیاه آمده است؟ این گاو از کجا آمده است؟ اگر حزب خواستار دکترایش باشد، توانایی مستقیم برای مبارزه با دولت فدرال را دارد. شما نمی‌خواهید که امهارا و تیگرای صلح کنند، به همین دلیل تو بی‌فکر هستی. بزرگترین موفقیت ما گمراه کردن امهارا و تیگرای است، در حالی که تو فقط حرف می‌زنی و عمل نمی‌کنی.,['disgust'],1
523,amh_train_track_a_00524,እናት ስትደሰት እደማየት ምን ደስታ አለ,0,0,0,1,0,0,مادر وقتی خوشحال می‌شود، چه شادی‌ای وجود دارد.,['joy'],1
524,amh_train_track_a_00525,ይቺን ሴትዮ ማነው ደግሞ የላከብን የቋንቋውን ጦርነት ከሀገራዊ ወደ አፍሪካዊ ከፍ ልታረገው አስባ ይመስላል,1,1,0,0,0,0,"این متن به زبان امهری است و ترجمه آن به فارسی اینگونه است:  
""به نظر می‌رسد که او قصد دارد جنگ زبانی را از سطح ملی به سطح آفریقایی ارتقا دهد.""","['anger', 'disgust']",2
525,amh_train_track_a_00526,እውነት ነው ምላሽ አይሰጡም ነበር ። ነገር ግን አሁን ብሬ ተመላሽ አርገውልኛል። ለደንበኛው በቂ ማብራሪያ ቢሰጡ ጥሩ ነበር አሁንም ጉዳዩን ማስረዳት የስፈልጋል ባይ ነኝ።,0,0,0,0,0,0,درست است که قبلاً پاسخی نمی‌دادند. اما اکنون بره پاسخ من را داده‌اند. اگر به مشتری توضیحات کافی می‌دادند، بهتر بود و الان هم نیاز دارم موضوع را توضیح دهم.,[],0
526,amh_train_track_a_00527,በአለም ላይ እንደ ነፃነት መጥፎ የለም ። ነፃነት ለባሪነት፣ለጥፋትና አመፅ ይጋብዛል። የነፃነት ገመድ ማጠር አለበት ።,1,0,0,0,0,0,در جهان چیزی به بدی آزادی وجود ندارد. آزادی منجر به بردگی، نابودی و شورش می‌شود. باید زنجیرهای آزادی را محکم کرد.,['anger'],1
527,amh_train_track_a_00528,ቢጨንቅህ ለሃገሩ እና ለህዝቡ ዘብ የቆመው መከላከያ አንተ የገዳይ ቡድን ነህ እኔ አልታዘዝም ከህዝቤ ላይ አልተኩስም አለህ እኮ ድል ለስፊው ህዝብ ሞት ለገዳዮች,1,1,0,0,0,0,اگر تو برای کشور و مردمش ایستادهای، من از دستور تو پیروی نمیکنم. من به سمت مردمم شلیک نخواهم کرد. تو خودت گروه قاتلان هستی. پیروزی از آنِ توده‌ها است و مرگ از آنِ قاتلان.,"['anger', 'disgust']",2
528,amh_train_track_a_00529,በድርድር ካልሆነ በቀር ነገ ጥለነው ለምንሔደው መሬት መንግስት ለራሱ ሲል የንፁሀንንን ደም ባያፈሱ መልካም ነው ጦርነት መቼም በጦርነት ተሸንፎ አያውቅምና አይይይ,1,0,0,0,1,0,اگر از طریق مذاکره حل نشود، فردا چرا زمین را ترک کنیم؟ دولت برای خودش می‌گوید که اگر خون بی‌گناهان نریزد خوب است. جنگ هرگز با شکست در جنگ پایان نمی‌یابد، آه...,"['anger', 'sadness']",2
529,amh_train_track_a_00530,ድል ለማን ልበል ሰላም ላለም ሁሉ አውርድልን የእስራኤልንም ንፁሀንንን እባ ስናይ የፍልስጤምንም እባ ስናይ ያማል ፈጣሪ አለምን ሁሉ ሰላም አርግልን ማስተዋልን ስጠን,0,0,0,0,1,0,پیروزی برای چه کسی باشد؟ صلح را برای همه بیاوریم. هم اسرائیل و هم بی‌گناهان را ببینیم، فلسطین را نیز ببینیم. خدای آفریننده جهان، به همه ما صلح عطا کن و درکمان را افزایش ده.,['sadness'],1
530,amh_train_track_a_00531,ይድረስ ለመላ የ ሃገሬ ሰወች ለሁሉም እንዲደርስ ሸር በማረግ ይተባበሩን ከሁሉም አስቀድሜ ፈጣሩን እሄርን አመሰግናለሁ ይሄ በምስል የምታየው ወንድማቹ አንጎሶም ፍትዊ እባላለሁ እንየ ወንድማቹ 2010 ዓም ጀምሬ የአንጀት ቲቪ ተብሎ ሆደን ኦፕረሽን ተደርጌ ከባድ ስቃይ በ 2 ዓመት ውስጥ 4 ከባድ ቀዶ ጥገና እና 3 ቀላል ጥገና በመቀሌ ኣይደር ሆስቢታል አርጌ ተሽሎን ለ 6 ወር የ ትቪ መድሃንት ተሰጥቶን 2012 ዓም መድሃንቱን ጨርሼ በደንብ,0,0,0,0,1,0,"این متن به زبان امهری (زبان رسمی اتیوپی) نوشته شده است و ترجمه آن به فارسی به شرح زیر است:

""به همه مردم کشورم برسد. لطفاً با همکاری یکدیگر، این پیام را به همه برسانید. قبل از هر چیز، از خالق سپاسگزارم. این مردی که در تصویر می‌بینید، برادر من آنگوسوم است. او در سال ۲۰۱۰ میلادی تحت عمل جراحی معده قرار گرفت و درد شدیدی را تحمل کرد. در طی دو سال، چهار عمل جراحی سنگین و سه عمل جراحی ساده در بیمارستان آی‌در هاسپیتال انجام دادیم. پس از شش ماه درمان با داروهای تلویزیونی، در سال ۲۰۱۲ میلادی درمان او به پایان رسید.""",['sadness'],1
531,amh_train_track_a_00532,ሚድያ ኣገኘው ብለህ የመንደር ወሬ ኣታውራ ውሸት ጥሩ ኣይደለም ሻዕቢያ ማለት ህዝብ ማለት ነው ቱልቱላ ወሬ ብቻ,0,1,0,0,0,0,میڈیا پا کر گاؤں کی کہانی مت سناؤ، جھوٹ بولنا اچھی بات نہیں ہے۔ شعبہ کا مطلب عوام ہوتا ہے، فضول باتیں نہ کرو۔,['disgust'],1
532,amh_train_track_a_00533,? ሀይ ክብርሽ ግራ ተጋብተን አለቅን እኮ። Seriously literally ወያኔ ከዚህ የከፋ ምን አደረገች (ከጦርነቱ በስተቀር)? እንዳውም,1,0,0,0,1,0,جدی، به معنای واقعی کلمه، وایانه چه کار بدتری از این انجام داده است (به جز جنگ)؟ در هر حال.,"['anger', 'sadness']",2
533,amh_train_track_a_00534,የህዝበ ሙስሊሙ እጅግ የሚገርም የእንቅልፍ እና የፈሪነት ዘመን ተብሎ የሚጻፍ ታሪክ,0,1,0,0,0,0,دوران شگفت‌انگیز خواب و ترس مردم مسلمان که در تاریخ ثبت شده است.,['disgust'],1
534,amh_train_track_a_00535,እኳን ሀዘንን ቀመሱት እኳን ለቅሶ እቤታቸዉ እመደራቸዉ ገባ ደስ ይላል ስንት አመት ጨፍጪፍዉ የዘሩትን እጪዲ,0,1,0,1,0,0,خوشحالم که غم را احساس کردی، خوشحالم که گریه به خانه‌ات و قلب تو وارد شد. چند سال است که بذرهایی را کاشته‌ای؟,"['disgust', 'joy']",2
535,amh_train_track_a_00536,ታዋቂው የቴሌቪዥን ፕሮግራም አቅራቢ አስፋው መሸሻ ከዚህ ዓለም በሞት ተለየ,0,0,0,0,1,0,مجری معروف برنامه‌های تلویزیونی، آسفاو مشاشا، از این جهان جدا شد.,['sadness'],1
536,amh_train_track_a_00537,አምባሳደር ርድዋን ሁሴን  እንዴት ደስ በሚል አገላለፅ መሰሎት የገለፁት   አንጀት አርስ ትንታኔ ዋው,0,0,0,1,0,0,سفیر رضوان حسین چگونه با بیان خوشایند از آن یاد کرد و تحلیل دقیقی ارائه داد.,['joy'],1
537,amh_train_track_a_00538,ሀይማኖት እና ፖለቲካ ያልገባው ግራ የተጋባ በፋሺዝም እና በሚሊተሪዝም ፍቅር እያበደ ያለ ሁሉንም ፈላጊ ሁሉንም አዋቂ ነኝ ባይ ስብዕና የሚታይበት ።,1,1,0,0,0,0,مذهب و سیاست، سردرگمی که در عشق به فاشیسم و میلیتاریسم غوطه‌ور است و خود را همه‌چیزدان و همه‌کاره می‌پندارد، شخصیتی که در آن دیده می‌شود.,"['anger', 'disgust']",2
538,amh_train_track_a_00539,ሁሉንም ትተህ እንደ ሰው ግን ፖለቲካም ምንም ሳያሳስብህ የሰዎች መንገላታት ያማል የምር። ይቺም ምን ሆና ለ2 ተከፈለች? ቤቱ ሳይፈርስም እየኖሩ አልነበረም,0,0,0,0,1,0,همه چیز را رها کن، اما به عنوان یک انسان، حتی بدون فکر کردن به سیاست، تحقیر مردم مرا خسته می‌کند. این هم چه بود که به دو قسمت تقسیم شد؟ خانه‌شان قبل از اینکه خراب شود، اصلاً وجود نداشت.,['sadness'],1
539,amh_train_track_a_00540,አሜንንን አሜንንን አሜንንን አሜንንን 😭🙏🙏🙏,0,0,0,1,0,0,آمین آمین آمین آمین 😭🙏🙏🙏,['joy'],1
540,amh_train_track_a_00541,1///ኮንደም አላውቅም መባሉ ውሸት 2ተ///ልጅ ውልዶ እንደዝ ሰራ እብደት ነው ፍራንክ ብሆን ውሸት በዛ ግነ ///ሸፎርና ኮንዶሞ አብሮ መካይድ ነው,0,1,0,0,0,0,"1/// نمی‌دانم کاندوم چیست، گفتنش دروغ است  
2/// بچه‌دار شدن مثل این کار دیوانگی است، اگر فرانک باشی، دروغ است  
3/// شفورنا و کاندوم با هم مخلوط کردن اشتباه است",['disgust'],1
541,amh_train_track_a_00542,ዉይይይት መልካም ነዉ ። ምንም ክፈት የለውም።,0,0,0,1,0,0,گفتگو خوب است. هیچ مشکلی وجود ندارد.,['joy'],1
542,amh_train_track_a_00543,በጣም ደስ ይላል መራክል እንኳን ደስ አለሽ ኢትዮጵያ በጣም ደስ ይላል።,0,0,0,1,0,0,خیلی خوشحالم، مبارکت باشد اتیوپی، بسیار خوشحال‌کننده است.,['joy'],1
543,amh_train_track_a_00544,እውነተኛ እስራኤሎችማ እምነታቸው መልካም ስራ ነው ሚያሰራቸውእነዚህ እኮ አይሁዶች ናቸው ፈጣሪን የካዱ ከሀዲዋች እስራኤል ካለ አሜሪካ ሁለት ቀን መዋጋት አትችልም ለማንኛውም የምናየው ነው ሚቀር አደለም,1,1,0,0,0,0,اسرائیلی‌های واقعی کسانی هستند که ایمانشان آنها را به انجام کارهای خوب هدایت می‌کند. اینها همان یهودیانی هستند که خالق را انکار کرده و از راه حق منحرف شده‌اند. اگر اسرائیل وجود نداشت، آمریکا نمی‌توانست حتی دو روز مقاومت کند. هر چه می‌بینیم، چیزی باقی نخواهد ماند.,"['anger', 'disgust']",2
544,amh_train_track_a_00545,ንገረው፣ንገረው እንቢ ሲል መከራ ይምከረው ስለተባለ ይህን ሁሉ ማስጠንቀቂያ ሰምቶ ለመታረድ ከሄደ፤ እኛ ከደሙ ንፁህ ነን ብለህ መተው ነው እንጂ ምን ታደርገ,1,0,0,0,0,0,به او بگو، به او بگو که اگر انکار کند، عذاب خواهد دید. چون این همه هشدار را شنید و برای تسلیم شدن رفت؛ ما از خون پاک هستیم، تو رها کردی، چه کاری می‌توانی انجام دهی؟,['anger'],1
545,amh_train_track_a_00546,አሁን በትክክክል ትዛዝ ተቀባይነትዎን ይፋ አደረጉ በንፁሃን ደም እና ንብረት ውድመት የነጮች አላማ አስፈፃሚ መሆን እጅግ ያማል ይበልጥ የሚያስፈራው በቀጣይም የተደገሰው አሻጥራዊ የሞት ድግስ ነው ምን ያህል ሀዝብ መጨረስ ይሆን እቅዱ ፈጣሪ ይሁነን,0,1,1,0,1,0,اکنون دقیقاً دستور پذیرش خود را اعلام کردند. هدف اجرایی سفیدپوستان با خون و مال بی‌گناهان بسیار گران است. آنچه بیشتر ترسناک است، ادامه این کشتار بیرحمانه مرگ در آینده خواهد بود. چه تعداد از مردم نابود خواهند شد؟ برنامه‌ریز ما باشد.,"['disgust', 'fear', 'sadness']",3
546,amh_train_track_a_00547,እዉነትን በጭፍን ጥላቻ ማጥፋት አትችልም ሚኒልክ የጥቁር ህዝቦች ሁሉ ኩራት መሆኑን አለም በታሪኩ ያስታውሰዋል ያንተ የበታችነት ሥሜት የጀግ,1,1,0,0,0,0,حقیقت را با نفرت کورکورانه نمی‌توانی نابود کنی. منلیک، که به عنوان افتخار همه مردم سیاه پوست شناخته می‌شود، جهان او را در تاریخ خود به یاد خواهد آورد. احساس حقارت تو بی‌فایده است.,"['anger', 'disgust']",2
547,amh_train_track_a_00548,እጅግ ደስ ይላል ይሄ ሁሉ መከራ ሰፊ ሀገር ሳለን በመጥበባችን እና የኔና ያንተ የሚለው የጽንፈኞች ሀጢያት ነው,1,0,0,1,1,0,"بسیار خوشحالم که با وجود این همه رنج و مصیبت، در کشوری پهناور زندگی می‌کنیم. این گناه متعصبانی است که به دنبال تقسیم ما هستند و از ""من"" و ""تو"" سخن می‌گویند.","['anger', 'joy', 'sadness']",3
548,amh_train_track_a_00549,የከባድ ተሽከርካሪ መኪና ሹፌር አማራ ክልል ታግቼ በሞባይል ባንኪንግ 700 ከፍዬ ተፈትቻለሁ ብለዋል የሚል የውሸት ዜና ትለቃላችሁ  በእንደዚህ ዓይነት ወንጀል የተሳተፈ ወንበዴ እንዴት በሞባይል ባንኪንግ ገንዘብ ይቀበላል ተብሎ ይታመናል,1,0,0,0,0,0,راننده کامیون سنگین در منطقه امهارا ادعا کرده است که با استفاده از بانکداری موبایل، 700 هزار بری را پرداخت کرده و آزاد شده است. چگونه می‌توان باور کرد که یک سارق متهم به چنین جرمی بتواند از طریق بانکداری موبایل پول دریافت کند؟,['anger'],1
549,amh_train_track_a_00550,ኧረ ወዳ የማያልቅ ኢራን ኢራን ጉራ ብቻ ይልቁንስ ያልተጠበቀዉ የመን በወኔ ተቀላቀለ አሏህ ያግዛቸዉ ድል ለአማኞች ለተገፉት ሞት ሽንፈት ለአረመኔዋ ለጨካኟ ህፃን ገዳዮች የአሏህ ቁጣ ይዉረድባቸዉ,1,1,0,0,1,0,آه، به سوی ایران بی‌پایان، تنها گورستان. آنچه غیرمنتظره بود در جنگ اتفاق افتاد. خداوند پیروزی را برای مومنان و مرگ و شکست را برای ستمگران و کافران قسی‌القلب و کودک‌کشان مقدر کند. خشم خدا بر آنها نازل شود.,"['anger', 'disgust', 'sadness']",3
550,amh_train_track_a_00551,የኦሮሚያ ክፍለ ሀገር ስለ ኦነግ ሸኔ ያወጣው መግለጫ እጅግ በጣም የሚደገፍና የኢትዮጵያውያንን ሰቆቃ የሀገሪቱን መቆርቆዝ የህዝብን እምባ የሚያብስ ሠላማዊ ጥሪ ስለሆነ ኦነግ ሸኔም የህዝብን ሠቆቃ ችግር እርስ በእርስ መተላለቅ ቆሞ ሠላም እንዲፈጠር የራሱን ሚና እንዲወጣ ህዝባችን ጥሪ ያቀርባል ይብቃን በሠላማዊ ትግል ሀገራችንን እናልማ,0,0,0,1,0,0,بیانیه‌ای که توسط دولت منطقه‌ای اورومیا دربارهٔ شاخهٔ اونگ شن منتشر شده است، بسیار قابل حمایت بوده و به عنوان یک فراخوان صلح‌آمیز برای پایان دادن به رنج مردم اتیوپی، نجات کشور از فروپاشی و خشکاندن اشک‌های ملت تلقی می‌شود. همچنین از شاخهٔ اونگ شن خواسته شده است تا نقش خود را در ایجاد صلح ایفا کرده و از انتقال مشکلات و رنج مردم به یکدیگر دست بردارد. ما از مردممان می‌خواهیم که با مبارزه‌ای مسالمت‌آمیز، کشورمان را نجات دهند.,['joy'],1
551,amh_train_track_a_00552,ይህ የምንመለከተው የልዩሀይላችን ወከባዕንክልት ያሳዝናል አይገባቸውም፡፡,0,0,0,0,1,0,این چیزی که ما مشاهده می‌کنیم، نشانه‌ای از ضعف توانایی‌های ویژه‌مان است و نباید نادیده گرفته شود.,['sadness'],1
552,amh_train_track_a_00553,አልቅሰሽ ቢወጣልሽ ይሻልሻል እንዲህ ከምትሰቃይ።,0,0,0,0,1,0,اگر گریه‌ات را بروز دهی بهتر است، اینگونه که رنج می‌کشی.,['sadness'],1
553,amh_train_track_a_00554,ካዝሚር በጣም የሚገርም መድሃኒት የሆነ ፍራፍሬ ነው,0,0,0,1,0,1,کشمیر یک میوه بسیار شگفت‌انگیز و دارویی است.,"['joy', 'surprise']",2
554,amh_train_track_a_00555,መሀይምነትህን ተጠቅሞ አሜሪካ ተቀምጠህ በነጻነት ሽብር መምራት ትችላለህ ብሎ የመከረህ ክፉ ወዳጅ ነው ጠላትህ የጋሽ አያሌው ልጅ ስም ጠርተህ ያስገደልከ,1,1,0,0,0,0,دوست بدی که به تو گفته است می‌توانی با استفاده از قدرتت در آمریکا بنشینی و تروریسم آزادانه را هدایت کنی، دشمن توست. او پسر گاش آیلو است که نامش را صدا زدی و کشتی.,"['anger', 'disgust']",2
555,amh_train_track_a_00556,ጭቅላታችው በሰበስ ወራዳ ባዳዎች,0,1,0,0,0,0,چهره‌هایشان با زخم‌های عمیق و وحشتناک,['disgust'],1
556,amh_train_track_a_00557,ክብር ለመከላከያ ሰራዊት ነብሱን ሰውቶ ሀገርን ለሚያፀናው በዘራፊው ፋኖ የክልላችን ገበሬ እየተንገላታብን ነው,1,1,0,0,1,0,احترام به ارتش دفاعی که جان خود را فدا می‌کند تا کشور را حفظ کند، در حالی که کشاورزان منطقه ما توسط گروه فانو مورد آزار و اذیت قرار می‌گیرند.,"['anger', 'disgust', 'sadness']",3
557,amh_train_track_a_00558,በጣም የሚገርም ሰርፕራይዝ ነው እግዚአብሔር ይስጣ ችሁ,0,0,0,0,0,1,این یک شگفتی بسیار جالب است، خداوند به شما عطا کند.,['surprise'],1
558,amh_train_track_a_00559,አብታሙ የምትባል ክፉ ኤርምያስን የት አርገህ ነው በጣም ምስጥ ነህ,1,1,0,0,0,0,ابیتامو، تو که به عنوان ارمیاس شریر شناخته می‌شوی، کجا پنهان شده‌ای؟ تو بسیار مرموز هستی.,"['anger', 'disgust']",2
559,amh_train_track_a_00560,አቶ አብራር እባክዎት እንደ ዕድመ ጠገብ አዛዉንት ብያስተዉሉና አንድነታችንን ለማጠናከር ብሰሩ ጥሩ ነዉ ይህ ካልሆነ ካሁን ወድያ በ? ለምፈጠር ማንኛዉም ችግር የመጀመርያዉ ተጠያ,1,0,0,0,0,0,آقای ابرار، لطفاً مانند سنت دیرینه‌تان عمل کنید و برای تقویت وحدتمان تلاش نمایید. اگر این کار انجام نشود، از همین حالا تا آن زمان هر مشکلی که پیش بیاید اولین مسئولیت با شما خواهد بود.,['anger'],1
560,amh_train_track_a_00561,በያለንበት ለምግብ በተቀመጥን ጊዜ እያንዳንዱ ጉርሻ የሆነን ሰው ዕድሜ ሊያራዝም ይችል እንደነበረ እናስብ ጠጥተን የምንታጠብበትን ውኃ አጥቶ በዚህች ቅጽበት የሚያሸልብ ወገናችንን አንርሳ! ቦረናኢትዮጵያ,0,0,0,0,1,0,در جایی که هستیم، وقتی برای غذا نشستهایم، بیایید فرض کنیم که هر لقمه میتواند عمر یک نفر را طولانی کند. آب بنوشیم و آبی که با آن شستشو میکنیم را نیز به یاد داشته باشیم، در این لحظه جامعهمان را فراموش نکنیم! بورنا اتیوپیا,['sadness'],1
561,amh_train_track_a_00562,በዚህ ሁሉ መከራ እያለፈች አመስጋኝ መሆኗ የኔ ጠንካራ መጨረሻሽን ያሳምረዉ,0,0,0,1,1,0,در میان همه این رنج‌ها، سپاسگزار بودن تو باعث تقویت پایان من شده است.,"['joy', 'sadness']",2
